country,year,infantMort,fert,continent,lifeExp,pop,gdpPercap
Croatia,1982.0,18.4,1.98,Europe,70.46,4413368,13221.82184
Croatia,1987.0,13.8,1.84,Europe,71.52,4484310,13822.58394
Croatia,1992.0,9.9,1.57,Europe,72.527,4494013,8447.794873
Croatia,1997.0,8.0,1.51,Europe,73.68,4444595,9875.604515
Croatia,2002.0,6.6,1.39,Europe,74.876,4481020,11628.38895
Croatia,2007.0,5.3,1.41,Europe,75.748,4493312,14619.22272
Cuba,1952.0,38.0,4.22,Americas,59.421,6007797,5586.53878
Cuba,1957.0,37.0,3.72,Americas,62.325,6640752,6092.174359
Cuba,1962.0,NA,4.51,Americas,65.246,7254373,5180.75591
Cuba,1967.0,39.3,4.43,Americas,68.29,8139332,5690.268015
Cuba,1972.0,30.9,3.65,Americas,70.723,8831348,5305.445256
Cuba,1977.0,20.8,2.33,Americas,72.649,9537988,6380.494966
Cuba,1982.0,16.3,1.83,Americas,73.717,9789224,7316.918107
Cuba,1987.0,13.3,1.83,Americas,74.174,10239839,7532.924763
Cuba,1992.0,9.3,1.68,Americas,74.414,10723260,5592.843963
Cuba,1997.0,7.8,1.61,Americas,76.151,10983007,5431.990415
Cuba,2002.0,5.9,1.62,Americas,77.158,11226999,6340.646683
Cuba,2007.0,4.8,1.52,Americas,78.273,11416987,8948.102923
Czech Republic,1952.0,NA,2.71,Europe,66.87,9125183,6876.14025
Czech Republic,1957.0,NA,2.4,Europe,69.03,9513758,8256.343918
Czech Republic,1962.0,NA,2.23,Europe,69.9,9620282,10136.86713
Czech Republic,1967.0,NA,2.0,Europe,70.38,9835109,11399.44489
Czech Republic,1972.0,NA,2.15,Europe,70.29,9862158,13108.4536
Czech Republic,1977.0,NA,2.3,Europe,70.71,10161915,14800.16062
Czech Republic,1982.0,16.0,2.07,Europe,70.96,10303704,15377.22855
Czech Republic,1987.0,14.3,1.93,Europe,71.58,10311597,16310.4434
Czech Republic,1992.0,11.5,1.68,Europe,72.4,10315702,14297.02122
Czech Republic,1997.0,7.2,1.23,Europe,74.01,10300707,16048.51424
Czech Republic,2002.0,5.1,1.17,Europe,75.51,10256295,17596.21022
Czech Republic,2007.0,3.9,1.39,Europe,76.486,10228744,22833.30851
Denmark,1952.0,27.9,2.54,Europe,70.78,4334000,9692.385245
Denmark,1957.0,23.1,2.56,Europe,71.81,4487831,11099.65935
Denmark,1962.0,20.2,2.54,Europe,72.35,4646899,13583.31351
Denmark,1967.0,16.1,2.35,Europe,72.96,4838800,15937.21123
Denmark,1972.0,12.5,2.03,Europe,73.47,4991596,18866.20721
Denmark,1977.0,9.2,1.66,Europe,74.69,5088419,20422.9015
Denmark,1982.0,8.0,1.43,Europe,74.63,5117810,21688.04048
Denmark,1987.0,8.0,1.5,Europe,74.8,5127024,25116.17581
Denmark,1992.0,6.5,1.76,Europe,75.33,5171393,26406.73985
Denmark,1997.0,5.0,1.75,Europe,76.11,5283663,29804.34567
Denmark,2002.0,4.5,1.72,Europe,77.18,5374693,32166.50006
Denmark,2007.0,3.7,1.85,Europe,78.332,5468120,35278.41874
Djibouti,1952.0,NA,6.31,Africa,34.812,63149,2669.529475
Djibouti,1957.0,NA,6.38,Africa,37.328,71851,2864.969076
Djibouti,1962.0,NA,6.53,Africa,39.693,89898,3020.989263
Djibouti,1967.0,NA,6.7,Africa,42.074,127617,3020.050513
Djibouti,1972.0,NA,6.84,Africa,44.366,178848,3694.212352
Djibouti,1977.0,127.6,6.67,Africa,46.519,228694,3081.761022
Djibouti,1982.0,112.2,6.32,Africa,48.812,305991,2879.468067
Djibouti,1987.0,98.9,6.19,Africa,50.04,311025,2880.102568
Djibouti,1992.0,89.6,5.88,Africa,51.604,384156,2377.156192
Djibouti,1997.0,83.9,4.95,Africa,53.157,417908,1895.016984
Djibouti,2002.0,76.4,4.25,Africa,53.373,447416,1908.260867
Djibouti,2007.0,67.5,3.83,Africa,54.791,496374,2082.481567
Dominican Republic,1952.0,106.6,7.59,Americas,45.928,2491346,1397.717137
Dominican Republic,1957.0,104.5,7.67,Americas,49.828,2923186,1544.402995
Dominican Republic,1962.0,99.6,7.4,Americas,53.459,3453434,1662.137359
Dominican Republic,1967.0,91.1,6.74,Americas,56.751,4049146,1653.723003
Dominican Republic,1972.0,81.6,5.78,Americas,59.631,4671329,2189.874499
Dominican Republic,1977.0,70.3,4.85,Americas,61.788,5302800,2681.9889
Dominican Republic,1982.0,60.0,4.19,Americas,63.727,5968349,2861.092386
Dominican Republic,1987.0,51.3,3.7,Americas,66.046,6655297,2899.842175
Dominican Republic,1992.0,43.3,3.33,Americas,68.457,7351181,3044.214214
Dominican Republic,1997.0,36.4,3.01,Americas,69.957,7992357,3614.101285
Dominican Republic,2002.0,31.8,2.84,Americas,70.847,8650322,4563.808154
Dominican Republic,2007.0,29.1,2.69,Americas,72.235,9319622,6025.374752
Ecuador,1952.0,NA,6.71,Americas,48.357,3548753,3522.110717
Ecuador,1957.0,131.8,6.72,Americas,51.356,4058385,3780.546651
Ecuador,1962.0,115.3,6.65,Americas,54.64,4681707,4086.114078
Ecuador,1967.0,102.4,6.42,Americas,56.678,5432424,4579.074215
Ecuador,1972.0,91.2,5.87,Americas,58.796,6298651,5280.99471
Ecuador,1977.0,76.5,5.16,Americas,61.31,7278866,6679.62326
Ecuador,1982.0,62.5,4.51,Americas,64.342,8365850,7213.791267
Ecuador,1987.0,50.1,4.04,Americas,67.231,9545158,6481.776993
Ecuador,1992.0,40.5,3.58,Americas,69.613,10748394,7103.702595
Ecuador,1997.0,32.1,3.21,Americas,72.312,11911819,7429.455877
Ecuador,2002.0,26.5,2.98,Americas,74.173,12921234,5773.044512
Ecuador,2007.0,23.1,2.77,Americas,74.994,13755680,6873.262326
Egypt,1952.0,NA,6.62,Africa,41.893,22223309,1418.822445
Egypt,1957.0,229.7,6.66,Africa,44.444,25009741,1458.915272
Egypt,1962.0,195.9,6.57,Africa,46.992,28173309,1693.335853
Egypt,1967.0,169.9,6.24,Africa,49.293,31681188,1814.880728
Egypt,1972.0,156.8,5.76,Africa,51.137,34807417,2024.008147
Egypt,1977.0,132.1,5.51,Africa,53.319,38783863,2785.493582
Egypt,1982.0,102.6,5.25,Africa,56.006,45681811,3503.729636
Egypt,1987.0,73.5,4.83,Africa,59.797,52799062,3885.46071
Egypt,1992.0,57.6,4.02,Africa,63.674,59402198,3794.755195
Egypt,1997.0,44.0,3.51,Africa,67.217,66134291,4173.181797
Egypt,2002.0,33.4,3.18,Africa,69.806,73312559,4754.604414
Egypt,2007.0,27.1,2.99,Africa,71.338,80264543,5581.180998
El Salvador,1952.0,NA,6.27,Americas,45.262,2042865,3048.3029
El Salvador,1957.0,134.1,6.59,Americas,48.57,2355805,3421.523218
El Salvador,1962.0,121.6,6.75,Americas,52.307,2747687,3776.803627
El Salvador,1967.0,111.8,6.49,Americas,55.855,3232927,4358.595393
El Salvador,1972.0,102.9,6.01,Americas,58.207,3790903,4520.246008
El Salvador,1977.0,89.6,5.51,Americas,56.696,4282586,5138.922374
El Salvador,1982.0,70.8,4.87,Americas,56.604,4474873,4098.344175
El Salvador,1987.0,53.3,4.26,Americas,63.154,4842194,4140.442097
El Salvador,1992.0,41.7,3.78,Americas,66.798,5274649,4444.2317
El Salvador,1997.0,31.8,3.32,Americas,69.535,5783439,5154.825496
El Salvador,2002.0,24.2,2.68,Americas,70.734,6353681,5351.568666
El Salvador,2007.0,19.2,2.35,Americas,71.878,6939688,5728.353514
Equatorial Guinea,1952.0,NA,5.5,Africa,34.482,216964,375.6431231
Equatorial Guinea,1957.0,NA,5.5,Africa,35.983,232922,426.0964081
Equatorial Guinea,1962.0,NA,5.53,Africa,37.485,249220,582.8419714
Equatorial Guinea,1967.0,NA,5.64,Africa,38.987,259864,915.5960025
Equatorial Guinea,1972.0,NA,5.68,Africa,40.516,277603,672.4122571
Equatorial Guinea,1977.0,NA,5.68,Africa,42.024,192675,958.5668124
Equatorial Guinea,1982.0,145.1,5.78,Africa,43.662,285483,927.8253427
Equatorial Guinea,1987.0,135.3,5.88,Africa,45.664,341244,966.8968149
Equatorial Guinea,1992.0,123.1,5.9,Africa,47.545,387838,1132.055034
Equatorial Guinea,1997.0,112.1,5.87,Africa,48.245,439971,2814.480755
Equatorial Guinea,2002.0,99.7,5.68,Africa,49.348,495627,7703.4959
Equatorial Guinea,2007.0,86.3,5.39,Africa,51.579,551201,12154.08975
Eritrea,1952.0,NA,6.96,Africa,35.928,1438760,328.9405571
Eritrea,1957.0,NA,6.97,Africa,38.047,1542611,344.1618859
Eritrea,1962.0,NA,6.84,Africa,40.158,1666618,380.9958433
Eritrea,1967.0,NA,6.71,Africa,42.189,1820319,468.7949699
Eritrea,1972.0,124.8,6.63,Africa,44.142,2260187,514.3242082
Eritrea,1977.0,119.5,6.62,Africa,44.535,2512642,505.7538077
Eritrea,1982.0,111.1,6.62,Africa,43.89,2637297,524.8758493
Eritrea,1987.0,101.6,6.54,Africa,46.453,2915959,521.1341333
Eritrea,1992.0,85.8,6.44,Africa,49.991,3668440,582.8585102
Eritrea,1997.0,67.2,6.16,Africa,53.378,4058319,913.47079
Eritrea,2002.0,53.4,5.77,Africa,55.24,4414865,765.3500015
Eritrea,2007.0,43.7,5.27,Africa,58.04,4906585,641.3695236
Ethiopia,1952.0,NA,7.2,Africa,34.078,20860941,362.1462796
Ethiopia,1957.0,NA,6.92,Africa,36.667,22815614,378.9041632
Ethiopia,1962.0,NA,6.88,Africa,40.059,25145372,419.4564161
Ethiopia,1967.0,142.7,6.88,Africa,42.115,27860297,516.1186438
Ethiopia,1972.0,142.5,7.06,Africa,43.515,30770372,566.2439442
Ethiopia,1977.0,143.4,7.2,Africa,44.51,34617799,556.8083834
Ethiopia,1982.0,139.5,7.4,Africa,44.916,38111756,577.8607471
Ethiopia,1987.0,127.6,7.39,Africa,46.684,42999530,573.7413142
Ethiopia,1992.0,116.4,7.14,Africa,48.091,52088559,421.3534653
Ethiopia,1997.0,98.7,6.86,Africa,49.402,59861301,515.8894013
Ethiopia,2002.0,82.5,6.22,Africa,50.725,67946797,530.0535319
Ethiopia,2007.0,61.0,5.35,Africa,52.947,76511887,690.8055759
Finland,1952.0,33.0,3.06,Europe,66.55,4090500,6424.519071
Finland,1957.0,26.4,2.86,Europe,67.49,4324000,7545.415386
Finland,1962.0,19.5,2.66,Europe,68.75,4491443,9371.842561
Finland,1967.0,15.1,2.32,Europe,69.83,4605744,10921.63626
Finland,1972.0,12.0,1.59,Europe,70.87,4639657,14358.8759
Finland,1977.0,8.7,1.69,Europe,72.52,4738902,15605.42283
Finland,1982.0,6.5,1.72,Europe,74.55,4826933,18533.15761
Finland,1987.0,5.9,1.59,Europe,74.83,4931729,21141.01223
Finland,1992.0,5.0,1.85,Europe,75.7,5041039,20647.16499
Finland,1997.0,3.9,1.75,Europe,77.13,5134406,23723.9502
Finland,2002.0,3.4,1.72,Europe,78.37,5193039,28204.59057
Finland,2007.0,2.9,1.83,Europe,79.313,5238460,33207.0844
France,1952.0,41.4,2.76,Europe,67.41,42459667,7029.809327
France,1957.0,28.9,2.7,Europe,68.93,44310863,8662.834898
France,1962.0,21.3,2.81,Europe,70.51,47124000,10560.48553
France,1967.0,17.1,2.68,Europe,71.55,49569000,12999.91766
France,1972.0,13.7,2.33,Europe,72.38,51732000,16107.19171
France,1977.0,11.5,1.92,Europe,73.83,53165019,18292.63514
France,1982.0,9.5,1.84,Europe,74.89,54433565,20293.89746
France,1987.0,8.1,1.81,Europe,76.34,55630100,22066.44214
France,1992.0,6.7,1.72,Europe,77.46,57374179,24703.79615
France,1997.0,4.8,1.75,Europe,78.64,58623428,25889.78487
France,2002.0,4.2,1.87,Europe,79.59,59925035,28926.03234
France,2007.0,3.6,1.96,Europe,80.657,61083916,30470.0167
Gabon,1952.0,NA,3.97,Africa,37.003,420702,4293.476475
Gabon,1957.0,NA,4.17,Africa,38.999,434904,4976.198099
Gabon,1962.0,NA,4.54,Africa,40.489,455661,6631.459222
Gabon,1967.0,NA,4.9,Africa,44.598,489004,8358.761987
Gabon,1972.0,NA,5.21,Africa,48.69,537977,11401.94841
Gabon,1977.0,NA,5.54,Africa,52.79,706367,21745.57328
Gabon,1982.0,69.8,5.72,Africa,56.564,753874,15113.36194
Gabon,1987.0,62.5,5.61,Africa,60.19,880397,11864.40844
Gabon,1992.0,59.6,5.26,Africa,61.366,985739,13522.15752
Gabon,1997.0,57.3,4.81,Africa,60.461,1126189,14722.84188
Gabon,2002.0,53.7,4.49,Africa,56.761,1299304,12521.71392
Gabon,2007.0,47.4,4.3,Africa,56.735,1454867,13206.48452
Gambia,1952.0,NA,5.27,Africa,30.0,284320,485.2306591
Gambia,1957.0,156.0,5.44,Africa,32.065,323150,520.9267111
Gambia,1962.0,143.8,5.67,Africa,33.896,374020,599.650276
Gambia,1967.0,132.6,5.94,Africa,35.857,439593,734.7829124
Gambia,1972.0,121.5,6.19,Africa,38.308,517101,756.0868363
Gambia,1977.0,109.8,6.33,Africa,41.842,608274,884.7552507
Gambia,1982.0,98.6,6.3,Africa,45.58,715523,835.8096108
Gambia,1987.0,86.5,6.16,Africa,49.265,848406,611.6588611
Gambia,1992.0,76.1,6.08,Africa,52.644,1025384,665.6244126
Gambia,1997.0,67.7,6.0,Africa,55.861,1235767,653.7301704
Gambia,2002.0,60.6,5.87,Africa,58.041,1457766,660.5855997
Gambia,2007.0,54.5,5.8,Africa,59.448,1688359,752.7497265
Germany,1952.0,NA,2.11,Europe,67.5,69145952,7144.114393
Germany,1957.0,NA,2.29,Europe,69.1,71019069,10187.82665
Germany,1962.0,NA,2.47,Europe,70.3,73739117,12902.46291
Germany,1967.0,NA,2.37,Europe,70.8,76368453,14745.62561
Germany,1972.0,20.6,1.8,Europe,71.0,78717088,18016.18027
Germany,1977.0,15.5,1.5,Europe,72.5,78160773,20512.92123
Germany,1982.0,11.0,1.46,Europe,73.8,78335266,22031.53274
Germany,1987.0,8.3,1.43,Europe,74.847,77718298,24639.18566
Germany,1992.0,6.2,1.32,Europe,76.07,80597764,26505.30317
Germany,1997.0,4.8,1.33,Europe,77.34,82011073,27788.88416
Germany,2002.0,4.2,1.35,Europe,78.67,82350671,30035.80198
Germany,2007.0,3.7,1.36,Europe,79.406,82400996,32170.37442
Ghana,1952.0,144.8,6.42,Africa,43.149,5581001,911.2989371
Ghana,1957.0,130.6,6.62,Africa,44.779,6391288,1043.561537
Ghana,1962.0,122.7,6.83,Africa,46.452,7355248,1190.041118
Ghana,1967.0,120.6,6.95,Africa,48.072,8490213,1125.69716
Ghana,1972.0,118.2,6.92,Africa,49.875,9354120,1178.223708
Ghana,1977.0,106.0,6.72,Africa,51.756,10538093,993.2239571
Ghana,1982.0,99.3,6.39,Africa,53.744,11400338,876.032569
Ghana,1987.0,89.0,5.94,Africa,55.729,14168101,847.0061135
Ghana,1992.0,75.6,5.39,Africa,57.501,16278738,925.060154
Ghana,1997.0,69.8,4.87,Africa,58.556,18418288,1005.245812
Ghana,2002.0,61.2,4.57,Africa,58.453,20550751,1111.984578
Ghana,2007.0,54.4,4.26,Africa,60.022,22873338,1327.60891
Greece,1952.0,48.0,2.29,Europe,65.86,7733250,3530.690067
Greece,1957.0,50.2,2.27,Europe,67.86,8096218,4916.299889
Greece,1962.0,46.2,2.22,Europe,69.51,8448233,6017.190733
Greece,1967.0,39.9,2.35,Europe,71.0,8716441,8513.097016
Greece,1972.0,30.8,2.35,Europe,72.34,8888628,12724.82957
Greece,1977.0,25.9,2.32,Europe,73.68,9308479,14195.52428
Greece,1982.0,18.7,2.01,Europe,75.24,9786480,15268.42089
Greece,1987.0,13.9,1.58,Europe,76.67,9974490,16120.52839
Greece,1992.0,10.3,1.37,Europe,77.03,10325429,17541.49634
Greece,1997.0,8.3,1.29,Europe,77.869,10502372,18747.69814
Greece,2002.0,6.0,1.28,Europe,78.256,10603863,22514.2548
Greece,2007.0,4.4,1.43,Europe,79.483,10706290,27538.41188
Guatemala,1952.0,NA,7.05,Americas,42.023,3146381,2428.237769
Guatemala,1957.0,155.0,6.63,Americas,44.142,3640876,2617.155967
Guatemala,1962.0,140.7,6.49,Americas,46.954,4208858,2750.364446
Guatemala,1967.0,127.1,6.32,Americas,50.016,4690773,3242.531147
Guatemala,1972.0,112.1,6.21,Americas,53.738,5149581,4031.408271
Guatemala,1977.0,96.8,6.2,Americas,56.029,5703430,4879.992748
Guatemala,1982.0,81.8,6.11,Americas,58.137,6395630,4820.49479
Guatemala,1987.0,67.7,5.76,Americas,60.782,7326406,4246.485974
Guatemala,1992.0,55.0,5.47,Americas,63.373,8486949,4439.45084
Guatemala,1997.0,44.7,5.06,Americas,66.322,9803875,4684.313807
Guatemala,2002.0,37.1,4.63,Americas,68.978,11178650,4858.347495
Guatemala,2007.0,31.2,4.2,Americas,70.259,12572928,5186.050003
Guinea,1952.0,NA,5.99,Africa,33.609,2664249,510.1964923
Guinea,1957.0,NA,6.06,Africa,34.558,2876726,576.2670245
Guinea,1962.0,209.1,6.12,Africa,35.753,3140003,686.3736739
Guinea,1967.0,200.9,6.15,Africa,37.197,3451418,708.7595409
Guinea,1972.0,191.1,6.25,Africa,38.842,3811387,741.6662307
Guinea,1977.0,179.1,6.43,Africa,40.762,4227026,874.6858643
Guinea,1982.0,164.3,6.59,Africa,42.891,4710497,857.2503577
Guinea,1987.0,150.0,6.64,Africa,45.552,5650262,805.5724718
Guinea,1992.0,133.7,6.49,Africa,48.576,6990574,794.3484384
Guinea,1997.0,114.7,6.16,Africa,51.455,8048834,869.4497668
Guinea,2002.0,95.4,5.79,Africa,53.676,8807818,945.5835837
Guinea,2007.0,79.0,5.42,Africa,56.007,9947814,942.6542111
Guinea-Bissau,1952.0,NA,7.59,Africa,32.5,580653,299.850319
Guinea-Bissau,1957.0,NA,5.99,Africa,33.489,601095,431.7904566
Guinea-Bissau,1962.0,NA,5.67,Africa,34.488,627820,522.0343725
Guinea-Bissau,1967.0,NA,5.09,Africa,35.492,601287,715.5806402
Guinea-Bissau,1972.0,NA,6.81,Africa,36.486,625361,820.2245876
Guinea-Bissau,1977.0,135.3,6.46,Africa,37.465,745228,764.7259628
Guinea-Bissau,1982.0,130.7,6.54,Africa,39.327,825987,838.1239671
Guinea-Bissau,1987.0,143.1,6.73,Africa,41.245,927524,736.4153921
Guinea-Bissau,1992.0,130.2,6.55,Africa,43.266,1050938,745.5398706
Guinea-Bissau,1997.0,116.2,6.12,Africa,44.873,1193708,796.6644681
Guinea-Bissau,2002.0,100.5,5.69,Africa,45.504,1332459,575.7047176
Guinea-Bissau,2007.0,83.3,5.32,Africa,46.388,1472041,579.231743
Haiti,1952.0,NA,6.3,Americas,37.579,3201488,1840.366939
Haiti,1957.0,205.3,6.31,Americas,40.696,3507701,1726.887882
Haiti,1962.0,188.3,6.3,Americas,43.59,3880130,1796.589032
Haiti,1967.0,172.9,6.03,Americas,46.243,4318137,1452.057666
Haiti,1972.0,156.6,5.64,Americas,48.042,4698301,1654.456946
Haiti,1977.0,139.2,5.78,Americas,49.923,4908554,1874.298931
Haiti,1982.0,123.0,6.15,Americas,51.461,5198399,2011.159549
Haiti,1987.0,108.8,5.8,Americas,53.636,5756203,1823.015995
Haiti,1992.0,95.8,5.21,Americas,55.089,6326682,1456.309517
Haiti,1997.0,82.4,4.67,Americas,56.671,6913545,1341.726931
Haiti,2002.0,70.7,4.07,Americas,58.137,7607651,1270.364932
Haiti,2007.0,62.7,3.58,Americas,60.916,8502814,1201.637154
Honduras,1952.0,NA,7.5,Americas,41.912,1517453,2194.926204
Honduras,1957.0,154.9,7.5,Americas,44.665,1770390,2220.487682
Honduras,1962.0,132.4,7.44,Americas,48.041,2090162,2291.156835
Honduras,1967.0,113.1,7.42,Americas,50.924,2500689,2538.269358
Honduras,1972.0,95.2,7.11,Americas,53.884,2965146,2529.842345
Honduras,1977.0,78.5,6.65,Americas,57.402,3055235,3203.208066
Honduras,1982.0,63.5,6.06,Americas,60.909,3669448,3121.760794
Honduras,1987.0,51.2,5.44,Americas,64.492,4372203,3023.096699
Honduras,1992.0,41.5,4.95,Americas,66.399,5077347,3081.694603
Honduras,1997.0,34.3,4.37,Americas,67.659,5867957,3160.454906
Honduras,2002.0,28.2,3.78,Americas,68.565,6677328,3099.72866
Honduras,2007.0,23.2,3.34,Americas,70.198,7483763,3548.330846
"Hong Kong, China",1952.0,NA,4.41,Asia,60.96,2125900,3054.421209
"Hong Kong, China",1957.0,NA,4.75,Asia,64.75,2736300,3629.076457
"Hong Kong, China",1962.0,NA,5.18,Asia,67.65,3305200,4692.648272
"Hong Kong, China",1967.0,NA,3.96,Asia,70.0,3722800,6197.962814
"Hong Kong, China",1972.0,NA,3.24,Asia,72.0,4115700,8315.928145
"Hong Kong, China",1977.0,NA,2.44,Asia,73.6,4583700,11186.14125
"Hong Kong, China",1982.0,NA,1.75,Asia,75.45,5264500,14560.53051
"Hong Kong, China",1987.0,NA,1.39,Asia,76.2,5584510,20038.47269
"Hong Kong, China",1992.0,NA,1.22,Asia,77.601,5829696,24757.60301
"Hong Kong, China",1997.0,NA,0.92,Asia,80.0,6495918,28377.63219
"Hong Kong, China",2002.0,NA,0.92,Asia,81.495,6762476,30209.01516
"Hong Kong, China",2007.0,NA,1.02,Asia,82.208,6980412,39724.97867
Hungary,1952.0,70.0,2.72,Europe,64.03,9504000,5263.673816
Hungary,1957.0,63.0,2.34,Europe,66.41,9839000,6040.180011
Hungary,1962.0,49.0,1.92,Europe,67.96,10063000,7550.359877
Hungary,1967.0,42.0,1.95,Europe,69.5,10223422,9326.64467
Hungary,1972.0,38.4,2.07,Europe,69.76,10394091,10168.65611
Hungary,1977.0,29.4,2.11,Europe,69.95,10637171,11674.83737
Hungary,1982.0,22.0,1.88,Europe,69.39,10705535,12545.99066
Hungary,1987.0,19.4,1.84,Europe,69.58,10612740,12986.47998
Hungary,1992.0,15.4,1.75,Europe,69.17,10348684,10535.62855
Hungary,1997.0,11.1,1.43,Europe,71.04,10244684,11712.7768
Hungary,2002.0,8.6,1.29,Europe,72.59,10083313,14843.93556
Hungary,2007.0,6.5,1.32,Europe,73.338,9956108,18008.94444
Iceland,1952.0,22.9,3.82,Europe,72.49,147962,7267.688428
Iceland,1957.0,18.7,4.18,Europe,73.47,165110,9244.001412
Iceland,1962.0,16.9,3.98,Europe,73.68,182053,10350.15906
Iceland,1967.0,14.4,3.34,Europe,73.73,198676,13319.89568
Iceland,1972.0,11.8,2.88,Europe,74.46,209275,15798.06362
Iceland,1977.0,9.2,2.49,Europe,76.11,221823,19654.96247
Iceland,1982.0,7.0,2.23,Europe,76.99,233997,23269.6075
Iceland,1987.0,5.6,2.13,Europe,77.23,244676,26923.20628
Iceland,1992.0,4.7,2.17,Europe,78.77,259012,25144.39201
Iceland,1997.0,3.7,2.07,Europe,78.95,271192,28061.09966
Iceland,2002.0,2.8,2.0,Europe,80.5,288030,31163.20196
Iceland,2007.0,2.2,2.11,Europe,81.757,301931,36180.78919
India,1952.0,NA,5.9,Asia,37.373,372000000,546.5657493
India,1957.0,173.7,5.9,Asia,40.249,409000000,590.061996
India,1962.0,160.1,5.84,Asia,43.605,454000000,658.3471509
India,1967.0,148.9,5.7,Asia,47.193,506000000,700.7706107
India,1972.0,138.3,5.32,Asia,50.651,567000000,724.032527
India,1977.0,124.0,4.92,Asia,54.208,634000000,813.337323
India,1982.0,108.4,4.52,Asia,56.596,708000000,855.7235377
India,1987.0,95.6,4.13,Asia,58.553,788000000,976.5126756
India,1992.0,83.9,3.71,Asia,60.223,872000000,1164.406809
India,1997.0,73.1,3.33,Asia,61.765,959000000,1458.817442
India,2002.0,62.0,3.02,Asia,62.879,1034172547,1746.769454
India,2007.0,51.9,2.69,Asia,64.698,1110396331,2452.210407
Indonesia,1952.0,186.6,5.46,Asia,37.468,82052000,749.6816546
Indonesia,1957.0,161.2,5.67,Asia,39.918,90124000,858.9002707
Indonesia,1962.0,141.2,5.65,Asia,42.518,99028000,849.2897701
Indonesia,1967.0,123.4,5.58,Asia,45.964,109343000,762.4317721
Indonesia,1972.0,106.7,5.34,Asia,49.203,121282000,1111.107907
Indonesia,1977.0,92.5,4.81,Asia,52.702,136725000,1382.702056
Indonesia,1982.0,80.8,4.17,Asia,56.159,153343000,1516.872988
Indonesia,1987.0,69.3,3.47,Asia,60.137,169276000,1748.356961
Indonesia,1992.0,57.4,2.93,Asia,62.681,184816000,2383.140898
Indonesia,1997.0,46.7,2.58,Asia,66.041,199278000,3119.335603
Indonesia,2002.0,37.8,2.47,Asia,68.588,211060000,2873.91287
Indonesia,2007.0,30.9,2.49,Asia,70.65,223547000,3540.651564
Iran,1952.0,NA,6.91,Asia,44.869,17272000,3035.326002
Iran,1957.0,NA,6.92,Asia,47.181,19792000,3290.257643
Iran,1962.0,176.37,6.91,Asia,49.325,22874000,4187.329802
Iran,1967.0,191.3,6.7,Asia,52.469,26538000,5906.731805
Iran,1972.0,120.7,6.29,Asia,55.234,30614000,9613.818607
Iran,1977.0,95.0,6.29,Asia,57.702,35480679,11888.59508
Iran,1982.0,68.5,6.52,Asia,59.62,43072751,7608.334602
Iran,1987.0,51.9,5.76,Asia,63.04,51889696,6642.881371
Iran,1992.0,40.8,4.14,Asia,65.742,60397973,7235.653188
Iran,1997.0,33.2,2.72,Asia,68.042,63327987,8263.590301
Iran,2002.0,25.6,1.99,Asia,69.451,66907826,9240.761975
Iran,2007.0,19.4,1.87,Asia,70.964,69453570,11605.71449
Iraq,1952.0,216.3,7.44,Asia,45.32,5441766,4129.766056
Iraq,1957.0,156.9,6.23,Asia,48.437,6248643,6229.333562
Iraq,1962.0,118.3,6.51,Asia,51.457,7240260,8341.737815
Iraq,1967.0,93.0,7.3,Asia,54.459,8519282,8931.459811
Iraq,1972.0,74.9,7.23,Asia,56.95,10061506,9576.037596
Iraq,1977.0,61.2,6.83,Asia,60.413,11882916,14688.23507
Iraq,1982.0,51.6,6.41,Asia,62.038,14173318,14517.90711
Iraq,1987.0,45.1,6.11,Asia,65.044,16543189,11643.57268
Iraq,1992.0,40.8,5.7,Asia,59.461,17861905,3745.640687
Iraq,1997.0,37.6,5.23,Asia,58.811,20775703,3076.239795
Iraq,2002.0,34.6,4.8,Asia,57.046,24001816,4390.717312
Iraq,2007.0,31.8,4.41,Asia,59.545,27499638,4471.061906
Ireland,1952.0,41.9,3.41,Europe,66.91,2952156,5210.280328
Ireland,1957.0,34.0,3.57,Europe,68.9,2878220,5599.077872
Ireland,1962.0,28.0,3.98,Europe,70.29,2830000,6631.597314
Ireland,1967.0,21.9,3.86,Europe,71.08,2900100,7655.568963
Ireland,1972.0,18.3,3.79,Europe,71.28,3024400,9530.772896
Ireland,1977.0,15.2,3.34,Europe,72.03,3271900,11150.98113
Ireland,1982.0,10.4,2.79,Europe,73.1,3480000,12618.32141
Ireland,1987.0,8.4,2.23,Europe,74.36,3539900,13872.86652
Ireland,1992.0,6.8,1.92,Europe,75.467,3557761,17558.81555
Ireland,1997.0,6.1,1.92,Europe,76.122,3667233,24521.94713
Ireland,2002.0,5.4,1.97,Europe,77.783,3879155,34077.04939
Ireland,2007.0,3.9,2.0,Europe,78.885,4109086,40675.99635
Israel,1952.0,43.0,4.32,Asia,65.39,1620914,4086.522128
Israel,1957.0,39.0,3.92,Asia,67.84,1944401,5385.278451
Israel,1962.0,NA,3.83,Asia,69.39,2310904,7105.630706
Israel,1967.0,NA,3.8,Asia,70.75,2693585,8393.741404
Israel,1972.0,NA,3.8,Asia,71.63,3095893,12786.93223
Israel,1977.0,18.6,3.51,Asia,73.06,3495918,13306.61921
Israel,1982.0,14.0,3.17,Asia,74.45,3858421,15367.0292
Israel,1987.0,11.0,3.06,Asia,75.6,4203148,17122.47986
